Date,Part_Number,Quantity,Unit_Price,Order_Amount,State
2024-05-24,D6304Y,465,61.19,28453.35,Maine
2023-07-08,C5387X,445,199.44,88750.8,Delaware
2023-11-05,D2477Z,347,32.42,11249.74,Vermont
2024-04-09,D1774X,388,178.96,69436.48,Wyoming
2024-05-04,C5664Y,970,269.5,261415.0,Wyoming
2024-06-11,B2145Z,603,404.3,243792.9,Georgia
2023-12-11,A8500Z,774,77.69,60132.06,New Jersey
2024-08-26,A7073Y,545,410.96,223973.2,Kansas
2023-01-04,A3993Z,674,103.63,69846.62,Michigan
2023-02-21,B4553Y,535,468.13,250449.55,Alaska
2024-01-03,B6001Z,768,348.15,267379.2,Virginia
2024-01-28,A2501Z,884,68.87,60881.08,New York
2024-12-23,C8665X,847,132.72,112413.84,Virginia
2024-03-14,C9277Y,790,180.9,142911.0,Nevada
2024-04-28,A6862Z,651,373.53,243168.03,Alabama
2024-03-19,D9202Z,60,31.02,1861.2,South Dakota
2024-03-31,D2093Y,409,134.72,55100.48,Mississippi
2023-05-30,D1774X,852,288.61,245895.72,West Virginia
2024-03-16,B1987Z,553,332.65,183955.45,Massachusetts
2024-11-04,A6514X,766,370.29,283642.14,North Carolina
2024-03-10,D9520Z,263,62.18,16353.34,New Jersey
2024-02-06,B4760Z,170,339.59,57730.3,New Jersey
2024-09-12,A3176Y,441,131.67,58066.47,Arizona
2023-10-13,D6146Y,130,63.01,8191.3,West Virginia
2023-05-24,D1757X,531,356.93,189529.83,Nevada
2023-12-15,A4168Z,191,151.12,28863.92,Connecticut
2023-11-09,D6304Y,821,209.85,172286.85,New York
2023-08-14,B7894Z,985,378.46,372783.1,Alaska
2023-11-03,A8547Z,640,235.32,150604.8,North Dakota
2024-02-16,A6615Z,383,333.6,127768.8,Iowa
2023-10-28,E1490Y,111,390.07,43297.77,Connecticut
2023-04-30,D4872Y,920,270.27,248648.4,Kansas
2024-01-08,A8262Y,794,203.6,161658.4,Utah
2023-09-01,D2429Z,2,92.68,185.36,California
2024-10-17,B1877Z,644,270.24,174034.56,Michigan
2024-03-21,D6404X,184,126.29,23237.36,South Carolina
2023-04-14,E1601Z,105,195.14,20489.7,Florida
2023-08-05,E6371Z,649,477.45,309865.05,Indiana
2023-01-24,E4711Y,16,13.86,221.76,Florida
2023-11-02,E2559X,295,29.07,8575.65,Wisconsin
2023-08-07,E2559X,209,246.16,51447.44,North Dakota
2024-04-19,E8719Z,739,189.0,139671.0,Virginia
2024-02-10,D2477Z,46,260.83,11998.18,Maryland
2024-11-05,A2431Y,404,323.17,130560.68,Minnesota
2024-05-24,A2740X,721,87.66,63202.86,Nevada
2024-03-28,D9520Z,239,122.86,29363.54,North Dakota
2023-11-09,E8719Z,432,423.71,183042.72,Alabama
2023-07-24,C4514Z,822,216.29,177790.38,Iowa
2023-03-05,B3057Y,111,476.05,52841.55,Ohio
2024-11-25,D8938X,39,408.07,15914.73,Connecticut
2024-12-11,D9202Z,453,303.29,137390.37,Maryland
2024-12-09,E7128Y,438,326.51,143011.38,Oklahoma
2023-12-03,A8500Z,684,453.57,310241.88,Hawaii
2023-05-26,A6514X,156,412.39,64332.84,Nevada
2023-04-14,A6514X,709,185.47,131498.23,Tennessee
2023-01-01,C5387X,682,48.03,32756.46,Mississippi
2024-08-24,B2145Z,134,154.55,20709.7,South Carolina
2024-07-11,B4553Y,315,398.68,125584.2,Montana
2023-05-15,D2429Z,999,59.26,59200.74,Virginia
2024-08-08,C9648X,890,439.68,391315.2,North Carolina
2024-11-03,C9648X,666,367.78,244941.48,North Carolina
2024-11-19,C9277Y,963,196.98,189691.74,Texas
2023-05-08,A3019X,841,279.51,235067.91,Illinois
2023-06-12,D8938X,122,392.1,47836.2,Colorado
2023-07-23,C9555X,518,32.12,16638.16,Alabama
2023-08-10,D8490X,411,441.16,181316.76,California
2024-08-16,E8474Y,862,41.88,36100.56,Minnesota
2023-05-31,A6615Z,46,427.95,19685.7,Mississippi
2024-06-08,A6615Z,611,89.44,54647.84,Delaware
2024-08-07,D4872Y,24,44.52,1068.48,Idaho
2023-07-19,C2671Z,601,191.16,114887.16,Missouri
2023-12-12,E3368Y,280,298.25,83510.0,South Carolina
2023-09-07,C7996X,921,364.3,335520.3,Washington
2024-05-20,D9202Z,994,41.89,41638.66,New York
2024-01-25,A8262Y,720,117.49,84592.8,New Mexico
2023-03-05,A9602Y,524,67.8,35527.2,Massachusetts
2024-02-11,C6923Y,655,279.16,182849.8,Maryland
2023-08-11,A4168Z,138,133.04,18359.52,Idaho
2024-10-04,A2431Y,512,124.16,63569.92,Wyoming
2023-02-03,D6304Y,759,150.92,114548.28,Indiana
2024-01-09,C9555X,739,478.02,353256.78,South Carolina
2023-03-14,A5665Z,280,108.39,30349.2,Georgia
2023-10-02,C5664Y,124,498.61,61827.64,Colorado
2024-03-11,A7649Y,723,333.01,240766.23,Arkansas
2023-04-17,D7774Z,459,162.73,74693.07,Missouri
2023-08-09,E1490Y,908,410.72,372933.76,Vermont
2024-09-29,D7701X,865,129.68,112173.2,Kansas
2024-01-21,D8616Z,551,100.75,55513.25,Vermont
2024-10-16,D2275Z,204,198.29,40451.16,Delaware
2024-05-06,D4356Z,488,285.04,139099.52,New Hampshire
2024-02-25,D4267Y,946,89.33,84506.18,Kentucky
2023-08-02,A8719Y,114,499.66,56961.24,Alaska
2023-04-05,A7547Y,832,392.44,326510.08,New Jersey
2023-05-08,D8938X,286,283.0,80938.0,Kentucky
2023-05-14,E8474Y,443,264.75,117284.25,Georgia
2023-05-13,D4747X,844,123.05,103854.2,Michigan
2023-01-02,A6615Z,203,489.94,99457.82,South Dakota
2023-12-05,E4711Y,848,277.03,234921.44,Nebraska
2024-02-02,B4684Z,717,456.3,327167.1,Virginia
2023-11-24,B7052Z,454,382.01,173432.54,Wisconsin
2024-03-08,B6001Z,856,209.71,179511.76,Louisiana
2024-08-04,E8474Y,213,73.31,15615.03,Ohio
2024-04-16,E7128Y,717,180.98,129762.66,Arkansas
2024-12-22,E7128Y,633,103.73,65661.09,Iowa
2023-10-05,D2477Z,374,198.64,74291.36,Alabama
2023-12-08,D7713Z,306,222.48,68078.88,Arkansas
2023-04-16,D4167X,248,268.16,66503.68,Iowa
2024-07-29,B1257Y,113,143.07,16166.91,New Hampshire
2024-02-28,D8211X,323,447.91,144674.93,New Jersey
2023-03-23,B6001Z,339,171.47,58128.33,Texas
2024-09-27,E8719Z,65,68.38,4444.7,Alaska
2023-06-12,A6615Z,505,385.95,194904.75,Florida
2024-11-01,D6146Y,931,16.05,14942.55,Connecticut
2024-02-05,C9555X,865,376.98,326087.7,Nebraska
2024-09-05,B1257Y,292,187.82,54843.44,Vermont
2024-02-14,A3019X,688,302.32,207996.16,Vermont
2024-09-06,E8474Y,286,145.3,41555.8,North Carolina
2023-11-25,E8719Z,393,283.28,111329.04,Iowa
2024-09-20,C9115X,654,315.24,206166.96,Tennessee
2024-06-29,C9115X,222,89.68,19908.96,New York
2023-07-08,D4747X,296,475.78,140830.88,Vermont
2023-07-26,C3068X,923,37.91,34990.93,Montana
2024-10-12,A2431Y,466,383.24,178589.84,Maine
2024-04-28,D9202Z,416,321.73,133839.68,Connecticut
2023-11-08,D8211X,788,369.8,291402.4,West Virginia
2024-06-15,D4356Z,127,406.49,51624.23,Indiana
2024-06-23,B4760Z,652,114.71,74790.92,Nevada
2023-06-23,B7894Z,234,344.15,80531.1,Wisconsin
2023-04-23,D8211X,744,332.85,247640.4,Michigan
2023-01-08,E6371Z,353,107.32,37883.96,Michigan
2024-12-25,B2145Z,762,193.95,147789.9,Pennsylvania
2023-04-14,E1601Z,828,277.49,229761.72,Wisconsin
2023-01-15,B2145Z,707,458.18,323933.26,Kansas
2024-03-01,D7713Z,160,474.79,75966.4,Delaware
2023-12-10,C4514Z,895,137.23,122820.85,Colorado
2023-11-18,D7774Z,740,241.88,178991.2,Massachusetts
2024-07-14,D8211X,514,348.7,179231.8,Oregon
2024-11-25,D4455Z,227,134.24,30472.48,Delaware
2023-05-27,D7713Z,367,66.29,24328.43,Arkansas
2024-05-01,A7903Z,204,493.07,100586.28,Georgia
2023-07-11,C1619Y,586,230.96,135342.56,Florida
2023-09-20,B4553Y,402,327.35,131594.7,Arizona
2024-08-30,D5372X,877,17.63,15461.51,Michigan
2023-08-09,A2740X,395,463.0,182885.0,Minnesota
2024-07-06,C2671Z,690,469.95,324265.5,Colorado
2024-08-08,C9648X,976,204.41,199504.16,Ohio
2024-10-21,B7894Z,350,200.01,70003.5,Rhode Island
2023-01-22,A2431Y,651,180.3,117375.3,North Dakota
2023-08-14,D7678Y,925,394.75,365143.75,Washington
2024-12-28,E5635Z,788,284.58,224249.04,New Jersey
2023-06-23,B3057Y,439,145.29,63782.31,Arkansas
2023-08-29,C8665X,220,76.28,16781.6,North Dakota
2024-12-14,A6514X,101,294.02,29696.02,Alaska
2024-02-24,B8096X,566,104.63,59220.58,Delaware
2023-03-28,C8665X,56,206.17,11545.52,Nebraska
2023-12-21,A4168Z,805,60.85,48984.25,Maryland
2023-01-26,C9115X,608,18.17,11047.36,Kansas
2023-11-11,B7052Z,120,83.77,10052.4,Hawaii
2024-05-05,B6001Z,805,429.7,345908.5,Connecticut
2023-03-08,A7903Z,679,59.32,40278.28,Connecticut
2024-08-10,B1877Z,231,402.45,92965.95,Wisconsin
2023-05-10,D8616Z,679,268.44,182270.76,Missouri
2024-06-02,A1335Y,915,366.21,335082.15,Wisconsin
2024-09-24,B4684Z,905,157.43,142474.15,Arkansas
2023-01-03,A2690Z,45,122.87,5529.15,North Carolina
2023-09-26,D1757X,960,438.44,420902.4,Illinois
2024-10-14,C2671Z,782,45.34,35455.88,Arizona
2024-07-06,E9867Z,818,192.85,157751.3,Washington
2024-10-01,A8262Y,326,98.82,32215.32,Oklahoma
2023-06-10,B6001Z,897,411.58,369187.26,Alabama
2023-12-20,A2690Z,928,440.88,409136.64,Kansas
2024-12-02,E2559X,613,243.2,149081.6,Colorado
2023-05-16,C4311X,557,283.86,158110.02,Vermont
2023-10-29,D1757X,726,109.71,79649.46,North Dakota
2024-07-10,A6615Z,102,201.02,20504.04,Pennsylvania
2024-03-09,A6615Z,577,196.78,113542.06,West Virginia
2024-04-03,B4553Y,548,355.24,194671.52,Indiana
2023-02-16,A7903Z,584,391.89,228863.76,Ohio
2023-04-13,D7713Z,730,343.69,250893.7,Missouri
2024-11-07,A8500Z,28,397.0,11116.0,Alaska
2024-04-09,C7996X,509,157.53,80182.77,Wisconsin
2023-11-16,C1619Y,23,450.99,10372.77,Massachusetts
2024-09-16,E7964Y,277,156.9,43461.3,Connecticut
2024-07-15,C1619Y,526,65.0,34190.0,Minnesota
2024-09-19,C4311X,10,288.18,2881.8,Washington
2023-08-06,E4711Y,563,390.28,219727.64,Florida
2024-03-05,B2539Y,260,92.3,23998.0,Florida
2024-10-24,A7649Y,252,480.0,120960.0,South Dakota
2024-01-10,C3068X,223,55.33,12338.59,Delaware
2024-11-30,C4311X,891,281.53,250843.23,California
2023-04-24,A9602Y,81,413.43,33487.83,Delaware
2023-04-22,C6923Y,474,488.66,231624.84,Missouri
2023-09-17,E6371Z,707,14.87,10513.09,New Hampshire
2023-04-08,D1105Z,428,484.58,207400.24,Massachusetts
2023-12-17,A6184Y,911,92.54,84303.94,Nebraska
2023-07-11,A6862Z,506,294.27,148900.62,Oklahoma
2023-05-11,D7678Y,572,64.04,36630.88,Colorado
2023-07-25,B6001Z,69,71.43,4928.67,North Carolina
2023-06-21,C9648X,545,284.85,155243.25,Hawaii
2024-02-17,B4760Z,672,107.28,72092.16,South Dakota
2024-02-01,A7073Y,237,252.76,59904.12,Nevada
2024-10-24,C9115X,171,124.73,21328.83,Missouri
2023-12-05,D5372X,86,418.14,35960.04,Utah
2024-04-16,B1257Y,631,475.03,299743.93,Kansas
2023-04-11,A8719Y,412,499.36,205736.32,Maine
2023-05-12,E2559X,337,304.92,102758.04,Connecticut
2024-07-29,D8424Y,782,149.81,117151.42,Connecticut
2024-09-01,E1601Z,99,381.38,37756.62,California
2024-05-17,D8424Y,261,373.18,97399.98,Colorado
2024-09-25,D8211X,99,62.33,6170.67,Georgia
2024-11-02,E8291X,953,329.85,314347.05,California
2024-08-06,B7894Z,240,420.03,100807.2,Kentucky
2024-12-19,A4168Z,148,121.69,18010.12,Maine
2024-09-11,D7701X,912,199.2,181670.4,Georgia
2023-07-09,D7678Y,768,139.23,106928.64,North Carolina
2023-04-11,A8547Z,251,478.41,120080.91,Oregon
2024-03-15,C8665X,471,431.9,203424.9,Kentucky
2023-12-22,E7964Y,991,428.92,425059.72,North Carolina
2024-05-27,D8424Y,614,166.83,102433.62,California
2024-06-08,A7547Y,672,380.72,255843.84,Kansas
2023-07-24,C1619Y,402,139.12,55926.24,Oregon
2024-02-02,C7787Z,493,492.51,242807.43,North Dakota
2024-04-30,A2431Y,437,291.23,127267.51,North Dakota
2024-11-15,B1987Z,30,352.75,10582.5,New Hampshire
2024-05-20,D8490X,721,97.11,70016.31,Alabama
2023-03-12,D8938X,908,416.39,378082.12,Maryland
2024-07-29,D4356Z,241,312.88,75404.08,Hawaii
2023-04-10,E1490Y,122,275.78,33645.16,Ohio
2024-03-25,A6184Y,787,253.43,199449.41,Wisconsin
2024-01-07,B4553Y,111,50.93,5653.23,Connecticut
2023-10-12,C1619Y,671,330.59,221825.89,Alabama
2024-07-16,B4760Z,133,195.21,25962.93,South Dakota
2024-01-10,E7964Y,97,97.48,9455.56,Rhode Island
2024-10-07,A8547Z,223,109.47,24411.81,Oklahoma
2024-05-03,C4514Z,331,323.83,107187.73,Montana
2024-02-15,A3176Y,159,116.48,18520.32,South Carolina
2023-03-20,D4872Y,678,149.65,101462.7,Illinois
2023-12-29,B1987Z,204,139.96,28551.84,Idaho
2023-05-30,E5635Z,712,467.01,332511.12,Florida
2023-08-21,A3019X,712,280.62,199801.44,New Hampshire
2023-08-15,C1391X,707,142.18,100521.26,Arkansas
2023-08-15,A4168Z,512,124.11,63544.32,South Carolina
2023-06-29,C3141X,798,163.71,130640.58,Louisiana
2024-08-06,A6514X,425,420.48,178704.0,Arkansas
2024-10-03,D6146Y,793,497.46,394485.78,Delaware
2023-01-11,C6923Y,427,226.21,96591.67,Wyoming
2024-03-02,A5783Y,169,251.23,42457.87,Wisconsin
2023-09-10,C4514Z,38,391.22,14866.36,Illinois
2024-07-13,C9555X,15,96.44,1446.6,Florida
2024-05-27,E8291X,81,417.45,33813.45,Michigan
2024-03-13,E6371Z,774,12.15,9404.1,Nebraska
2024-02-19,D1105Z,338,465.4,157305.2,Illinois
2023-07-09,A5665Z,510,69.22,35302.2,Indiana
2023-07-15,A2501Z,221,125.3,27691.3,Colorado
2023-08-26,B2539Y,811,208.78,169320.58,Arkansas
2024-12-14,E4711Y,511,292.04,149232.44,Delaware
2023-12-02,A3993Z,962,69.88,67224.56,New Jersey
2023-07-06,A4168Z,519,163.55,84882.45,New Hampshire
2024-03-18,B3057Y,212,147.53,31276.36,Arkansas
2024-01-15,D1757X,782,484.02,378503.64,New Hampshire
2024-03-12,A6615Z,182,47.56,8655.92,South Carolina
2024-05-30,D4167X,551,380.89,209870.39,Vermont
2024-10-10,E8719Z,472,201.54,95126.88,Louisiana
2023-02-24,C9277Y,695,86.69,60249.55,Massachusetts
2023-12-25,A8719Y,23,489.91,11267.93,Ohio
2023-11-16,A5783Y,595,236.42,140669.9,California
2023-06-21,C2671Z,900,489.99,440991.0,Florida
2024-06-18,E1490Y,186,469.52,87330.72,Indiana
2024-04-18,C3068X,415,257.55,106883.25,Colorado
2023-09-02,D4356Z,83,302.47,25105.01,Rhode Island
2023-07-26,A2690Z,517,467.83,241868.11,Michigan
2023-03-08,B3057Y,808,171.11,138256.88,Kentucky
2023-04-15,E4711Y,799,328.39,262383.61,Mississippi
2023-09-10,D1774X,186,355.47,66117.42,Alaska
2023-07-21,D1774X,102,77.05,7859.1,New Jersey
2024-07-05,A3019X,149,252.75,37659.75,Texas
2023-09-29,E9867Z,336,177.94,59787.84,Wyoming
2024-12-10,C4514Z,308,201.11,61941.88,Illinois
2023-11-19,A8547Z,688,468.32,322204.16,Colorado
2024-07-18,A5783Y,42,148.77,6248.34,New Jersey
2024-08-31,D6304Y,817,141.82,115866.94,New Jersey
2024-11-27,D8424Y,536,458.1,245541.6,Hawaii
2024-10-17,D8211X,323,279.23,90191.29,Wyoming
2023-10-21,D7774Z,396,383.31,151790.76,New York
2023-11-26,E5635Z,762,325.66,248152.92,Vermont
2023-06-29,D4872Y,244,485.46,118452.24,Georgia
2023-05-21,C1619Y,118,24.32,2869.76,New York
2023-11-14,D8490X,303,401.12,121539.36,Nevada
2024-01-05,D4356Z,449,32.69,14677.81,Oklahoma
2023-12-03,B1987Z,334,292.82,97801.88,North Carolina
2023-02-08,C9115X,248,109.59,27178.32,Minnesota
2024-03-16,D2477Z,803,165.68,133041.04,Arkansas
2024-06-12,D5372X,607,204.36,124046.52,Montana
2023-12-13,C5664Y,245,118.62,29061.9,Oregon
2023-07-03,D8616Z,170,39.77,6760.9,Wyoming
2023-06-14,B1987Z,749,102.69,76914.81,Nebraska
2023-09-27,A5665Z,483,246.57,119093.31,Wyoming
2024-12-06,A7073Y,560,196.49,110034.4,Wyoming
2024-10-16,D7701X,655,29.86,19558.3,Kansas
2023-04-03,B7894Z,877,352.15,308835.55,Iowa
2024-10-10,A3019X,848,340.69,288905.12,Florida
2023-09-07,C5664Y,224,72.29,16192.96,Connecticut
2024-08-04,A7073Y,36,309.04,11125.44,New Hampshire
2023-12-16,A6151X,855,190.31,162715.05,Washington
2024-08-12,A3019X,563,420.69,236848.47,Maryland
2024-01-16,D4267Y,433,320.41,138737.53,Iowa
2023-01-09,D7774Z,649,169.91,110271.59,Washington
2023-07-02,C8665X,533,194.26,103540.58,New Jersey
2024-11-23,A6151X,512,192.55,98585.6,Nevada
2024-06-20,A2501Z,930,244.7,227571.0,Mississippi
2024-05-18,D1774X,375,45.13,16923.75,Michigan
2024-04-01,B2539Y,289,276.55,79922.95,Indiana
2024-06-13,D4747X,920,190.56,175315.2,Arkansas
2023-07-01,C4514Z,465,406.96,189236.4,Kansas
2024-11-18,A3993Z,762,94.57,72062.34,South Carolina
2023-09-30,D6146Y,535,29.22,15632.7,Kansas
2024-02-23,A1335Y,720,385.38,277473.6,Virginia
2023-05-11,A8500Z,816,45.14,36834.24,North Carolina
2024-10-27,D9202Z,363,426.93,154975.59,Montana
2024-10-24,A4168Z,220,210.81,46378.2,Wyoming
2024-08-02,B4760Z,61,166.32,10145.52,Michigan
2024-11-07,D7774Z,959,290.84,278915.56,Indiana
2024-01-20,A3019X,963,141.94,136688.22,Illinois
2024-07-27,D4267Y,219,31.79,6962.01,Kentucky
2024-05-17,A7547Y,486,153.27,74489.22,Michigan
2024-10-22,D9236Y,745,223.62,166596.9,Alabama
2024-03-16,B3057Y,58,309.56,17954.48,Oregon
2023-10-11,C7996X,106,199.81,21179.86,Pennsylvania
2024-12-20,D8211X,909,131.13,119197.17,New York
2023-05-11,E5635Z,551,22.02,12133.02,Pennsylvania
2024-02-02,D4167X,458,445.62,204093.96,West Virginia
2023-08-18,C2671Z,980,78.66,77086.8,Massachusetts
2023-08-05,A4168Z,310,63.14,19573.4,Montana
2023-06-20,B4684Z,236,476.59,112475.24,Nevada
2023-02-10,B2539Y,575,21.11,12138.25,North Dakota
2024-03-27,A6184Y,90,163.22,14689.8,Massachusetts
2023-05-23,A6514X,320,150.82,48262.4,Michigan
2024-11-17,B3057Y,18,223.7,4026.6,Massachusetts
2023-01-30,C8407Y,360,213.64,76910.4,Wyoming
2023-11-26,B7894Z,471,182.51,85962.21,Mississippi
2023-10-25,C5387X,447,106.18,47462.46,Delaware
2024-03-15,B8096X,381,63.9,24345.9,Alaska
2024-08-24,A8262Y,690,344.78,237898.2,Washington
2024-05-04,D4747X,209,362.61,75785.49,Idaho
2023-01-22,A6615Z,414,113.55,47009.7,Vermont
2023-09-24,D2429Z,666,198.73,132354.18,Maryland
2024-12-14,C5387X,427,362.38,154736.26,Nebraska
2023-12-09,A8719Y,130,321.85,41840.5,Indiana
2023-02-06,C3068X,403,215.42,86814.26,Oregon
2023-12-04,D4356Z,882,358.13,315870.66,South Carolina
2024-12-13,B6001Z,253,239.86,60684.58,Vermont
2024-03-09,C7787Z,957,188.55,180442.35,Alabama
2023-01-03,B4684Z,354,222.33,78704.82,Oregon
2023-06-11,D7701X,656,442.96,290581.76,South Dakota
2023-05-24,E8719Z,907,383.91,348206.37,Georgia
2023-12-01,D2429Z,104,297.72,30962.88,Alaska
2023-09-03,C6923Y,115,269.77,31023.55,Colorado
2023-04-20,C1391X,220,259.54,57098.8,Georgia
2023-04-16,D6404X,272,381.58,103789.76,West Virginia
2024-05-25,A6615Z,649,122.95,79794.55,Connecticut
2024-07-31,A2740X,671,365.61,245324.31,South Carolina
2023-11-05,C5664Y,971,195.57,189898.47,Alabama
2024-04-20,D4167X,986,15.32,15105.52,Utah
2023-09-09,D4167X,356,143.01,50911.56,Maine
2023-09-28,E1601Z,806,382.77,308512.62,Montana
2024-04-07,E4711Y,239,124.38,29726.82,Iowa
2023-08-20,D4356Z,634,211.76,134255.84,California
2024-01-15,C2671Z,623,119.76,74610.48,Iowa
2023-11-27,B7052Z,399,433.99,173162.01,Virginia
2024-10-12,C6923Y,935,274.76,256900.6,Rhode Island
2023-04-11,C4514Z,670,68.75,46062.5,Utah
2024-02-02,B1877Z,461,110.71,51037.31,Utah
2023-10-01,A4168Z,904,90.83,82110.32,Arizona
2024-12-17,C4514Z,40,153.91,6156.4,Nevada
2024-05-14,A7903Z,529,404.07,213753.03,Colorado
2023-08-31,B7894Z,522,268.95,140391.9,Missouri
2024-03-27,D4455Z,653,248.1,162009.3,Oregon
2024-05-23,C5664Y,319,26.58,8479.02,New Hampshire
2024-10-30,A7903Z,443,486.59,215559.37,Nevada
2024-09-10,B4684Z,663,236.1,156534.3,New Hampshire
2024-06-12,A7073Y,56,420.78,23563.68,Virginia
2024-11-14,B6001Z,721,358.2,258262.2,Massachusetts
2023-01-13,E4711Y,340,344.87,117255.8,Illinois
2023-08-28,A8500Z,44,28.68,1261.92,Louisiana
2023-09-10,C9115X,312,247.4,77188.8,Kentucky
2024-04-05,C5664Y,663,166.97,110701.11,Colorado
2023-12-17,D4267Y,533,459.51,244918.83,Ohio
2024-06-11,A6615Z,1000,328.87,328870.0,Utah
2023-11-03,E1601Z,763,261.37,199425.31,Hawaii
2023-04-10,A2431Y,834,181.91,151712.94,Hawaii
2024-03-29,D2429Z,557,386.04,215024.28,Texas
2023-01-02,E7128Y,236,209.64,49475.04,Virginia
2023-09-23,A6184Y,3,328.66,985.98,Utah
2023-09-22,E3368Y,920,336.32,309414.4,Mississippi
2023-01-31,D9202Z,138,182.49,25183.62,New Mexico
2024-08-04,D4167X,49,223.62,10957.38,Kansas
2024-05-26,B7894Z,800,342.8,274240.0,North Dakota
2024-01-08,E5635Z,24,139.87,3356.88,Rhode Island
2023-03-31,C5387X,796,472.23,375895.08,Texas
2023-07-05,E1601Z,130,468.92,60959.6,New Jersey
2024-11-29,E9867Z,689,46.8,32245.2,Wyoming
2024-04-12,A6151X,356,132.4,47134.4,Oklahoma
2023-03-15,A2740X,109,455.09,49604.81,Delaware
2024-09-27,C9555X,585,93.41,54644.85,Nevada
2024-02-23,A6615Z,243,272.71,66268.53,Missouri
2024-11-23,C7787Z,836,473.8,396096.8,North Carolina
2024-07-18,C9648X,853,35.25,30068.25,Arkansas
2024-08-16,B1605Z,939,250.0,234750.0,New Hampshire
2024-04-10,C4311X,152,264.37,40184.24,Michigan
2024-04-14,D8490X,369,33.45,12343.05,Mississippi
2024-03-21,B3057Y,77,266.98,20557.46,New York
2023-09-24,C1619Y,687,407.28,279801.36,Maine
2024-03-25,C9115X,230,43.62,10032.6,West Virginia
2023-04-03,C9115X,212,202.55,42940.6,Arkansas
2024-09-03,D8424Y,104,51.75,5382.0,South Carolina
2024-01-11,A8262Y,646,485.53,313652.38,Vermont
2024-06-03,A6514X,666,279.41,186087.06,Colorado
2023-03-03,A6514X,165,186.55,30780.75,Vermont
2024-06-21,D4167X,783,481.15,376740.45,Washington
2024-06-06,A6615Z,418,360.77,150801.86,Montana
2024-11-18,B7894Z,223,280.81,62620.63,Nevada
2023-04-17,E7128Y,514,425.89,218907.46,Georgia
2023-09-26,A3176Y,195,68.23,13304.85,Tennessee
2024-04-02,D1774X,295,171.05,50459.75,Texas
2023-10-30,E4711Y,518,462.55,239600.9,North Carolina
2024-11-27,B4553Y,341,245.17,83602.97,Wisconsin
2024-12-23,D1105Z,311,26.02,8092.22,South Dakota
2024-08-04,A7073Y,605,58.21,35217.05,Missouri
2024-09-12,A8547Z,767,340.17,260910.39,South Dakota
2024-04-19,D8616Z,384,471.97,181236.48,Mississippi
2024-10-01,C8407Y,987,404.26,399004.62,North Carolina
2023-05-20,E1601Z,990,28.09,27809.1,Delaware
2023-07-23,C3068X,936,428.3,400888.8,Texas
2024-02-22,A6151X,943,190.04,179207.72,Rhode Island
2023-04-05,D8211X,342,100.22,34275.24,West Virginia
2024-09-18,E4711Y,983,116.75,114765.25,Washington
2023-08-14,D4267Y,795,33.13,26338.35,Utah
2024-02-06,D7713Z,212,30.85,6540.2,Indiana
2023-10-31,B6001Z,578,69.92,40413.76,Wisconsin
2023-06-15,D4455Z,831,186.7,155147.7,California
2023-11-04,C6923Y,746,159.33,118860.18,Massachusetts
2024-05-10,D2275Z,481,73.76,35478.56,Idaho
2023-05-14,D9236Y,708,190.51,134881.08,Illinois
2024-10-30,E6371Z,364,322.74,117477.36,North Carolina
2024-09-27,B4760Z,767,153.08,117412.36,Indiana
2023-04-09,D4872Y,105,341.54,35861.7,Missouri
2024-10-12,B8096X,234,120.51,28199.34,Nebraska
2023-05-11,C5387X,747,196.95,147121.65,Tennessee
2024-02-17,A7649Y,734,393.06,288506.04,Utah
2023-09-18,A8500Z,442,395.94,175005.48,Georgia
2024-05-21,A2690Z,781,163.67,127826.27,Mississippi
2024-11-22,C2671Z,814,356.23,289971.22,Michigan
2024-07-03,B4684Z,90,87.01,7830.9,New Hampshire
2024-01-23,B2539Y,463,126.12,58393.56,Arkansas
2023-12-29,C4311X,924,34.18,31582.32,Texas
2023-09-11,D4167X,232,337.32,78258.24,Idaho
2024-04-01,A7903Z,756,325.96,246425.76,Montana
2024-12-04,C1619Y,19,157.15,2985.85,Minnesota
2024-12-29,E8291X,943,387.5,365412.5,Vermont
2023-06-12,C4311X,586,250.33,146693.38,Maine
2024-04-08,C9648X,505,330.54,166922.7,New Hampshire
2024-02-24,E8291X,440,76.74,33765.6,Connecticut
2023-01-15,E7964Y,850,316.48,269008.0,Kansas
2024-03-11,A8719Y,95,397.56,37768.2,South Dakota
2023-05-05,E8291X,390,348.11,135762.9,North Carolina
2024-07-08,A8547Z,630,247.69,156044.7,Massachusetts
2023-06-02,D2275Z,622,133.54,83061.88,California
2024-11-13,A6514X,26,498.63,12964.38,New Jersey
2024-08-10,B1605Z,564,432.92,244166.88,Vermont
2024-01-31,B6001Z,29,322.22,9344.38,Minnesota
2024-05-21,D8211X,379,450.01,170553.79,Kansas
2024-05-20,D8490X,721,298.39,215139.19,Vermont
2024-07-26,A6615Z,531,473.37,251359.47,West Virginia
2023-10-29,C6923Y,38,72.16,2742.08,Oregon
2023-10-15,A8262Y,787,72.26,56868.62,Hawaii
2024-04-03,D9202Z,386,90.34,34871.24,Rhode Island
2023-03-26,B6001Z,231,284.54,65728.74,Ohio
2024-01-13,D8211X,710,63.95,45404.5,South Carolina
2024-03-31,A5783Y,186,225.26,41898.36,Arizona
2023-12-05,A8500Z,68,420.57,28598.76,West Virginia
